"Product Name","Brand Name","Price","Rating","Reviews","Review Votes","Sentiment"
"Samsung Galaxy Note 3 N900T 32GB - Unlocked (Black)","Samsung","220","1","4 Montes later it doesnt work any more","0","Unhelpful"
"Samsung Galaxy Note 3 N900T 32GB - Unlocked (White)","Samsung","220","4","A little slow compared to my previous phones.","0","Unhelpful"
"Huawei Honor 6+ Plus (PE-UL00) 4G OTG 3GB+16GB 5.5 inch FHD EMUI 3.0 (Android 4.4) Smart Phone Octa Core Hisilicon Kirin 925 1.8GHz 3600mAh Dual SIM FDD-LTE WCDMA GSM (black) (International Version)","Huawei","229","5","5 stars","0","Unhelpful"
"Apple iPhone 5c Unlocked Phone - Retail Packaging - Blue","Apple","157.32","5","5 Stars. The phone and accessories appear to be brand new. I contacted the seller and asked to speed up shipping for traveling reasons, and they did without an issue. Highly recommended","0","Unhelpful"
"Snopow M8 Ip68 Waterproof Dustproof Shockproof Rugged Outdoor Hiking 3g 2g Unlocked Cell Phone Dual Sim Quad Core Android 4.4/ptt Walkie-talkie NFC OTG LED Torch Gps 4.5 Inch Smartphone∩╝êyellow∩╝ë","SHENZHEN SNOPOW OUTDOOR TECHNOLOGY CO.,LTD","370","4","6 now Betty Brown","0","Unhelpful"
"BLACKBERRY 8310 Unlocked GSM PDA Cell Phone (Silver)","BlackBerry","90","1","A BAD PHONE (REFURBISHED)","0","Unhelpful"
"Rugged Smart GSM Phone Waterproof Shockproof Unlocked Android 4G USA Worldwide Dual Camera GPS WiFi IP67 Certified - Black Orange","Plum","104.99","4","A bit too small, but a good product.","0","Unhelpful"
"5.5"" HD Display Unlocked Android Smartphones 4G GSM USA Worldwide Dual Sim Quad Core - Plum Z550 - White","Plum","99.99","1","Phone is cheap...only had it for 3-5 months n it already stopped working. Could download anything because the memory sucked. Don't waste your time and money on this phone.","0","Unhelpful"
"5.5"" HD Display Unlocked Smartphones Android 4G GSM USA Worldwide Dual Sim Quad Core - Plum Z550 - Black","Plum","105.06","2","A few issues but the main one is: Poor signal reception. Looses signal where other phones on same network has signal.","0","Unhelpful"
"Apple iPhone 6S Plus Unlocked Smartphone, 64 GB (Silver)","Apple","769.99","3","A few weeks ago you buy this phone and everything is fine just the aux input does not work donot I can do not work for me since I bought.","0","Unhelpful"
"Samsung Galaxy S6 G920F 32GB Unlocked GSM 4G LTE Octa-Core Smartphone - White Pearl no warranty INTERNATIONAL VERSION NO WARRANTY","Samsung","419.99","5","A gift for my son and he loves it","0","Unhelpful"
"Asus ZenFone 2 Laser ZE500KL 5-Inch 4G LTE 16GB Android OS Unlocked - International Stock No Warranty (Red)","","166.99","4","A good non Samsung price cell phone. A good value for money","0","Unhelpful"
"HTC One A9 Unlocked 16GB 4g LTE 5.0-inch - International Version (Carbon Gray)","HTC","305.13","5","A great phone. Sleek and fast. Arrived on time and in the expected condition in original box and factory unlocked. Great memory expansion up to 124GB. Sharp screen. Very pleased!","0","Unhelpful"
"Nokia 2720 No Contract AT&T Cell Phone","Nokia","269.1","4","a reliablie machine","0","Unhelpful"
"HTC One M8 Google Play Edition (GPE)","HTC","399.95","5","A terrific smartphone.","0","Unhelpful"
"Motorola RAZR V3XX Unlocked Phone with 3G, Music/Video Player and MicroSD Slot--International Version with No Warranty--Dark Gray","Motorola","179.1","5","a very fine phone that works very well","0","Unhelpful"
"SONY ERICSSON XPERIA RAY / ST18i (BLACK) : UNLOCKED INTERNATIONAL GSM ANDRIOD PHONE","","119","4","A very good phone, even if it's old already. Very good except one thing. The headset sound quality is far from being that amazing as some sites suggest. I suppose sound of other phones is even worse. It is worse than on Samsung 5510, and way worse than on my old Sony Ericsson w810. for music lovers I recommend a portable DAC, don't have high expectations from this one.","0","Unhelpful"
"Samsung Galaxy S4 Mini GT-i9195i Unlocked Cellphone, Retail Packaging, White Frost","Samsung","276.37","5","A very good phone. No issues at this time.","0","Unhelpful"
"BLU WIN HD LTE - 5.0"" Windows Smartphone -GSM Unlocked - Yellow","BLU","109.99","5","had a problem with set up but after a reset phone works pefectly","0","Unhelpful"
"Samsung Galaxy S6 Edge SM-925V 64GB White Smartphone for Verizon (Certified Refurbished)","Samsung","487.93","1","The phones battery runs down so fast just after 3 weeks of receiving it and now I can send it back. Wish I could get a refund.","0","Unhelpful"
"Apple iPhone 6s 64GB Unlocked GSM Smartphone - Rose Gold (Certified Refurbished)","Apple","799.99","5","The phone looks like new, without any risk or damage! I recommend!","0","Unhelpful"
"Original Oukitel K6000 Gesture Unlock 2.5D Curvied Glass Screen 5.5inch Invtepy┬« 13.0MP+5.0MP Camera MT6735p Quad-Core Unlocked Smartphone 2G+16G 6000mAh Battery Android 5.1 (Silver grey)","Oukitel","99.89","5","Able to use in Morocco , all features worked and quick ship, euro plug","0","Unhelpful"
"Apple iPhone 6 Plus, Space Gray, 16 GB (Sprint)","","549.95","5","Above and beyond","0","Unhelpful"
"Sony Xperia XZ - Unlocked Smartphone - 32GB - Forest Blue (US Warranty)","Sony","649.99","5","Absolute Beautiful device. It is every bit a flagship. Sony has done the impossible and created a device which is truly a masterpiece.I almost bought a Note 7 before they started exploding. Then thought of Pixel XL but they were sold out. I discovered the Xperia XZ and found they it to be truly amazingPros:Absolute gorgeous design is a masterpieceSleek and smoothForest Blue is beautifulExtremely fast and responsive23mp cameraCons:Screen size could be slightly largerBezels could be smaller and thickness could be reducedOverall could not be happier.","0","Unhelpful"
"LG V10 H961N 64GB Black SINGLE SIM - Factory Unlocked - GSM International Version - no warranty","GL","399","5","Absolute love this phone it was so under rated so it was so nice to have it surpass my expectations.","0","Unhelpful"
"Huawei Mate 8 6.0"" 16MP 4GB RAM Dual Sim 4000 mAh 64GB Smartphone (Mocha Gold) - International Version No Warranty","Huawei","523.99","5","Absolutely awesome!!!! It works perfectly. Worth it =)","0","Unhelpful"
"LG G5 H850 32GB 4G LTE - Factory Unlocked, International Version, No Warranty - Silver","","671.24","5","Absolutely love this phone it is better then my g4 which I already loved.","0","Unhelpful"
"Blackberry Curve 8310 Unlocked Phone with Bluetooth, 2MP Camera and GPS","BlackBerry","7.99","5","ABSOLUTELY THE BEST BUY I HAVE MADE ON A USED ITEM. THIS PHONE WAS WORTH EVERY NICKLE AND THEN SOME!!!! GREAT DEAL AND GREAT PHONE.","0","Unhelpful"
"Sanyo Zio SCP-8600 Sprint CDMA Phone with 3G, Android 2.1 OS, Touchscreen, GPS, 3.2MP Camera, Wi-Fi and Bluetooth - Black/Silver","Kyocera","119.99","1","Actually we are not Happy with this phone at all. It's smaller then we expected..my son can not get internet on it and can not receive and open pics..VERY DISAPPOINTED!","0","Unhelpful"
"Apple iPhone 6s 16 GB US Warranty Unlocked Cellphone - Retail Packaging (Rose Gold)","Apple","549.99","5","adorei agora comprar o plus","0","Unhelpful"
"BLU Energy JR - 4.0"" GSM Unlocked Smartphone -3,000 mAh Battery - Black","BLU","39.99","5","Affordable and awesome phone from BLU.","0","Unhelpful"
"Original UMI ROME 5.5"" Screen Invtepy┬« MTK6753 Octa Core 4G FDD LTE Mobile Phone Android 5.1 13.0MP+2.0MP Camera 3GB RAM 16GB ROM Smartphone (Golden)","UMI","137.49","3","After 3-4 months battery discharges at a very fast rate despite of tweaking background apps and data, n screen brightness, etc...power button just hangs loose now and cant feel the click anymore, basically carrying around connected to a powerbank while doing deliveries,...for the price expected a lil bit more, with the issues at hand would prob just give it to my niece (5 yo) to use","0","Unhelpful"
"LG G4 H815 32GB Factory Unlocked GSM Hexa-Core Android 5.1 Smartphone - Black Leather","","297.8","5","working perfect in EEUU and Argentina!","0","Unhelpful"
"Samsung B3410 Corby Plus Unlocked Quad-Band Phone with Camera, Bluetooth, FM Radio and microSD Slot--International Version with Warranty (Black)","Samsung","99","2","after a month has problems on the screen, standing on white color, without manipulation","0","Unhelpful"
"Nokia 700 Grey 5MP International Version GSM Unlocked","Nokia","39.99","1","After a month of use suddenly did not want to light again. Only the word nokia appears and goes out again. Only used for calls and messages I do not understand because it stopped working and the worst thing is that they tell me that there is no solution for being a phone out of the market","0","Unhelpful"
"BLU Studio C 8+8 S270Q Android 6.0 MarshMallow 3G HSPA+ US Model 8GB + 1GB RAM Quadcore 5.0"" HD 8MP + 8MP Dual Cameras Unlocked GSM Smart Phone (Blue)","BLU","95.49","4","After a thorough search i decided to make this phone my choice, the color description was true as advertised, the only fault i could find is the battery, it needs to be charge to often even though i don't use the phone regular. still would recommend as the price was reasonable.","0","Unhelpful"
"Motorola V180 Cell Phone ATT BRAND NEW IN BOX","","45","5","After adding a sim card, phone has worked perfectly. No problems so far. If your looking for a cell phone without all the bells and whistles, this is it.","0","Unhelpful"
"LG G3 S D722 8GB Unlocked GSM Quad-Core Android 4.4 Cell Phone - Gold","","106.67","2","After having this item for a month, i am dissatisfied. After using a wifi connection the connection went down to one bar. Do not buy this product.","0","Unhelpful"
"HTC One M9 32GB Unlocked GSM 4G LTE Smartphone w/ 20MP Camera - Amber Gold","HTC","339.99","2","After having this phone for barely over a year, it suddenly started going into a boot loop. Look up boot loop on google, its a flaw with the HTC M9 that renders the phone unusable with no way to undo it.I was so happy to have this phone only to end up frustrated because its no longer usable. I didn't root, or hack, or whatever with this phone. I just got a plan with T-Mobile and tried to enjoy having an awesome android phone...","0","Unhelpful"
"HTC Tilt (TYTN II) PDA Smartphone with 3MP Camera, 3G, Wi-Fi, MP3/Video Player, MicroSD Slot--U.S. Version for AT&T","HTC","69.99","2","after I bought this phone I had some problem wiht the closeing the cover after puting the battary so I send amozon a e-mail say can you provide me with diffrent cover and will pay for your cover what ever cost they did not resond me. the phone it self is that much worth buy becuase you can not customize the ring tone.","0","Unhelpful"
"HTC 8s Factory Unlocked A620 Grey Windows Mobile 8","HTC","129","1","After initial use, I realize that I wasn't able to browse the Internet. Finally it started to go on and off incessantly until the screen went blank. A waste of $100...no more HTC products for me.","0","Unhelpful"
"Blackview Crown Android 4.4.2 KitKat Octacore 1.7GHz, 5-Inch - Unlocked","Blackview","190.71","1","After one month of owning this item it has started freeze what it was doing and turn off randomly.","0","Unhelpful"
"Blackview JK450 Android 4.2.2 Quadcore 1.3GHz, 4.5-Inch - Unlocked (Black)","Blackview","79.44","1","After one month of owning this item it has started freeze what it was doing and turn off randomly.","0","Unhelpful"
"Blackview JK606 Android 4.2 Dualcore 1.3Ghz Dual SIM, 5-Inch - Unlocked (Black)","Blackview","87.88","1","After one month of owning this item it has started freeze what it was doing and turn off randomly.","0","Unhelpful"
"Blackview V3 Android 4.4 KitKat Quadcore 1.3GHz, 5-Inch - Unlocked (Black)","Blackview","121.68","1","After one month of owning this item it has started freeze what it was doing and turn off randomly.","0","Unhelpful"
"Que Products 5.0 Android Smartphone with Dual Core 1.3Ghz Processor, Cortex A7 with 5-Inch Screen - Unlocked (Gold)","Que Products","85.95","2","After only a few months the phone was very difficult to charge. The connection in the phone was faulty and I had to purchase a new/different phone from another source. This was a waste of money as I was unable to return the phone.","0","Unhelpful"
"Apple Iphone 5c A1532 Verizon 16 GB Cell Phone - Blue","Apple","144.99","1","After reviewing the phone and trying everything ywsteady to switch over to this phone it would not work. I ordered a new sim as well. Long story short, boh were a waste of my time and money and the phone did not come with a charger. The phone itself is in great condition, but was a waste for me.","0","Unhelpful"
"Sonim XP5560 BOLT SL Ultra Rugged IP-68, MIL SPEC-810G Certified Military rugged Cell Phone XP 5560 (AT&T) GSM","","119.95","1","After two months it quit charging, and would just get hot when you plugged it in.","0","Unhelpful"
"LG Google Nexus 5X H798 16GB Factory Unlocked GSM 4G LTE Hexa-Core Android Smartphone w/ 12.3MP Camera - Carbon/Black","LG","394.98","5","After using an iPhone for many years, I decided iOS was too repetitive and to switch to an Android device. After looking at numerous Android devices I finally decided on the Nexus 5X. I don't regret that decision, it is honestly the best phone I have used, it out performs my iPhone 6 in every way. And the Nexus Imprint! It works so well, it's amazing! I haven't had any problems using the phone and an constantly amazed by it.","0","Unhelpful"
"Apple iPhone 5c 16GB (Green) - AT&T","Apple","648","1","Ahhh purchased this and currently the screen is only showing half screen... Any suggestions on what could be wrong??? May I return for replacement???","0","Unhelpful"
"Motorola RAZR V3 Unlocked Phone with Camera, and Video Player--International Version with No Warranty (Black)","Motorola","45","4","All around great especially for the price","0","Unhelpful"
"Motorola Nexus 6 XT1100 32GB 4G LTE Unlocked GSM Android v5.0 Smartphone - Blue - International Version No Warranty","Motorola","435.45","3","All around nice phone needs more battery lifeI like the plus sizeI have no real problems with itJust getting use to the apps","0","Unhelpful"
"Asus Zenfone 3 ZE520KL 4G 32GB Gold(3GB Ram) International Version No Warranty","ASUS","280.98","4","All as expected, but it didn't include headphones.","0","Unhelpful"
"Asus ZenFone 3 ZE520KL Unlocked Dual Sim Phone, 32GB, 5.2-inch, 3GB RAM, No Warranty - International Version (Moonlight White)","ASUS","280.98","4","Its a good phone - Best one I've ever owned (not that I've owned any amazing phones). The rear-facing camera performs pretty well in good light but when the lights get turned off... well... its bad. The front-facing camera is decent (ie. nothing special and nothing horrible) it does this weird lag-blur thing when in conditions with little light. The camera could well be optimized much better. The phone design itself is beautiful, glass back, that metal ring around the edges of the phone. Battery for this model is 2600 MAh which is poor at this price in my opinion but I can't complain, it gets me through a day of school...","0","Unhelpful"
"Asus ZenFone 3 ZE520KL Unlocked Dual Sim Phone, 32GB, 5.2-inch, 3GB RAM, No Warranty - International Version (Sapphire Black)","ASUS","289","5","Absolutely awesome. From my point of view Asus is the best brand in technology. This phone can be compare with an IPhone or Samsung, and you can certainly get the same quality and even better features, for a cheaper price. It is very fast, camera resolution is great, it does not get hot while using lots of apps at the same time, and the battery lasts like 12 hours or so.","0","Unhelpful"
"LG Optimus L7 II Unlocked Phone P715, 4 GB, White - International Version No Warranty","","135","5","all excellent and at the right time","0","Unhelpful"
"'ATT Wireless LG CU720 Shine for in Red'","LG","25.99","5","all good","0","Unhelpful"
"HTC One X Unlocked GSM Android SmartPhone - No Warranty (White) with Beats Audio","HTC","89.5","5","Really nice phone it work pretty good","0","Unhelpful"
"BLU Vivo Selfie Smartphone - US GSM Unlocked - Black","BLU","102.56","4","All in all its an amazing phone and it would do amazing in my country. I bought it because i would like to distribute these phones within my country.","0","Unhelpful"
"Blackberry Q10 Unlocked Cellphone, 16GB, White","","79.95","4","works great all good","0","Unhelpful"
"Samsung Galaxy S6 Edge G925i 32GB Unlocked GSM LTE Octa-Core Phone w/ 16MP Camera - Gold Platinum (International Version)","Samsung","519.99","5","All ok","0","Unhelpful"
"Samsung Behold SGH-T919 GSM 3G Global 5MP Cell Phone T-Mobile","Samsung","18.88","5","all right!!!","0","Unhelpful"
"Apple iPhone 4s 16GB Factory Unlocked GSM World Smartphone w/ Siri and iCloud - White","","224.77","5","ALL THAT EXPECTED. THANK YOU VERY MUCH/","0","Unhelpful"
"Samsung Galaxy S3 Mini G730A Unlocked Cellphone, Blue","Samsung","129","3","All the other features of the phone worked fine, but the hotspot. The phone is not completely unlocked and ATT was no help with unlocking it. I really need to use the hotspot, without it I can't keep the phone. I'm returning it. .","0","Unhelpful"
"Nokia N70 Black Unlocked Music Edition Triband 3G World GSM Cellular Phone (1GB Memory)","Nokia","269.1","5","All timers favorites when we used to dial keys ,no anymore ,but a good survival phone ,batteries last longer than any new modern smartphone","0","Unhelpful"
"Apple iPhone SE Unlocked Phone -16 GB Retail Packaging - Space Gray","Apple","438.95","5","All was perfect!! Thanks!!!","0","Unhelpful"
"Nokia Lumia 800 16GB Unlocked GSM Windows Smartphone - Pink / Magneta","","87.52","1","Although it is an earlier model in the windows phone evolution, it works and performs great. I am very pleased.Or at least I was until this past week when the phone started freezing when I would receive a text message. First two times I was able to reset the phone with the multi-button method. The third time it happened it went berserk and just started a repeating pattern of vibrations (one long a little pause then one short and then a longer pause, etc,) I have tried to find a resolution in the forums and through searches and find that this is more common than I thought. Imagine that, Nokia puts out products that last just 3 months, Shame on you. Microsoft is not without fault here either as the limitations on the OS put many basic Symbian OS functions way ahead of this WP7.8. No multi-file deletion capabilities, no street names in navigation. and many more basics lost in this OS. I will likely have to eat the repairs on this one as the international phone has no warranty.","0","Unhelpful"
"Sanyo Katana LX 3800 Phone, Blue (Sprint)","Sanyo","20.48","4","Although off to a shakey start, this vendor came through with flying colors. I orderd this cell phone according to the online listing stating that the phone was black. I received a pink one instead. I spoke to the vendor, and they actually brought a replacement phone to me at work. The refurbished phone is a little scrached, but in great working order. I am very pleased with the outcome of this purchase.","0","Unhelpful"
"Apple iPhone 6 Plus 64GB Space Gray - Verizon","","636.95","5","Although this is a used phone, it is like it is brand spanking new. I had no problems with it whatsoever. It is beautiful, well maintained and after my inspection of every corner, I could not find anything wrong. They were also very responsive to my email when I requested they ship it faster due to my excitement.","0","Unhelpful"
"Motorola MOTO X XT1060 16GB Verizon Unlocked - 4G LTE Smartphone w/ 10MP Camera - Black (Certified Refurbished)","Motorola","102.24","3","Although this is an unlocked phone I have some problems with it on AT&T because it is a Verizon phone","0","Unhelpful"
"LG MAXIMO L7 II P710 Factory Unlocked International Version - BLACK","P710","90","5","am loving my new phone. sweet deal","0","Unhelpful"
"Apple iPhone 5c 8GB White - AT&T","Apple","103.6","2","Great price but mine is defective for checking messages. I can't be without a phone and asked if they could send another than I would send this one back after I activated the new one but they said NO.","0","Unhelpful"
"Bluboo Xfire 2 8GB 5 inch IPS Screen Android 5.1 Smartphone, MTK6580 Quad Core 1.2GHz , RAM: 1GB, Support Dual SIM, GPS, FM, GSM & WCDMA (Black)","Bluboo","76.58","5","amazing","0","Unhelpful"
"Bluboo Xfire 2 8GB 5 inch IPS Screen Android 5.1 Smartphone, MTK6580 Quad Core 1.2GHz , RAM: 1GB, Support Dual SIM, GPS, FM, GSM & WCDMA (Gold)","Bluboo","74.89","5","amazing","0","Unhelpful"
"Bluboo Xfire 2 8GB 5 inch IPS Screen Android 5.1 Smartphone, MTK6580 Quad Core 1.2GHz , RAM: 1GB, Support Dual SIM, GPS, FM, GSM & WCDMA (Rose Gold)","Bluboo","81.99","5","amazing","0","Unhelpful"
"Bluboo Xfire 2 8GB 5 inch IPS Screen Android 5.1 Smartphone, MTK6580 Quad Core 1.2GHz , RAM: 1GB, Support Dual SIM, GPS, FM, GSM & WCDMA (White)","Bluboo","83.99","5","amazing","0","Unhelpful"
"BLU Studio C Super Camera -Unlocked Smartphone - US GSM- Orange","BLU","99.84","5","amazing camera","0","Unhelpful"
"Sony Xperia X F5122 DUAL SIM 5.0"" 23MP 64GB Smartphone - International Version / No Warranty (BLACK)","Sony","399","5","Amazing how I can put two sim cards in this phone technology is really progressing","0","Unhelpful"
"Apple iPhone 6S Plus Unlocked Smartphone, 128 GB (Gold)","Apple","560","5","Amazing I'm in love with my new iPhone and it was sent so fast as well, overall very great experience! I definitely recommend!!≡ƒÿì≡ƒÿì≡ƒÿì≡ƒÆò≡ƒÆò≡ƒÆò","0","Unhelpful"
