"Product Name","Brand Name","Price","Rating","Reviews","Review Votes","Sentiment"
"Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Gold)","Apple","914.99","5","I love it!! Totally worth it.","0","unhelpful"
"Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Gold)","Apple","914.99","5","Very nice","0","unhelpful"
"Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold)","Apple","919.76","5","Excelente","0","unhelpful"
"Apple iPhone 7 Plus Unlocked Phone 32 GB - US Version (Rose Gold)","Apple","919.76","5","Great service, they call and verifies what phone I wanted. Would definitely recommend it again!","0","unhelpful"
"Apple iPhone 7 Unlocked Phone 32 GB - US Version (Silver)","Apple","698.45","5","Very happy with my purchase, price, shipping and arrival time!","0","unhelpful"
"ASUS ZenFone 2 Deluxe Special Edition, Unlocked Cellphone, 4GB RAM, 128GB (U.S. Warranty) (Discontinued by Manufacturer)","Asus","120.99","5","Amazing phone","0","unhelpful"
"ASUS ZenFone 2 Laser Unlocked Smartphone, 3GB RAM, 16GB Storage","Asus","189","5","Good","0","unhelpful"
"ASUS ZenFone 2 Laser Unlocked Smartphone, 3GB RAM, 16GB Storage","Asus","189","5","I love Asus products, and this is one of my favorite yet. I'm a Marketing Coordinator, and I use this phone for incredible social photos. Very snappy, frequent manufacturer updates, and capable of running two sims. It would be perfect, but the battery life is slightly behind my iPhone 6. This is the best buy for an unlocked phone currently on the market. Way better than my experience with the Moto G 3rd gen.","0","unhelpful"
"ASUS ZenFone 2 Laser ZE550KL 2GB/16GB 5.5-inch 4G LTE Dual SIM Factory Unlocked International Stock No Warranty (Red)","ASUS","179","5","Very good product.","0","unhelpful"
"ASUS ZenFone 2 Unlocked Cellphone, 16GB, Black","Asus","189.99","5","I liked the phone. Lots of new feature.","0","unhelpful"
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)","Asus","225","5","This phone is a beast bought this while i wait for note 5 to come down in price but this is basically the same at a fraction of a price. I will own the metal zenwatch and this phone for a total of $400 bucks, think about that. You will spend about $1,000 on a note 5 & gear s2 combo. Though i think i will up to the 64gb gold verdion and root it and remove all the junk asus adds which really dosent bother me.Excellent buy no problems here, i did purchase straight for amazon.","0","unhelpful"
"ASUS ZenFone 2 Unlocked Cellphone, 64GB, Gold (U.S. Warranty) (Discontinued by Manufacturer)","Asus","225","5","This phone is all about doing more for much less. I really like Asus software and features that you might not get even in some higher end phones. But as you would expected from a typical mid-range phone, this phone would handle all your daily needs easily and a bit more. It is not a perfect phone, given a less-than-good camera and a dimmer screen. But by no mean they are bad or below average, they are just not the best I've seen (comparing with Samsung Note 4, LG G4 lines). Honestly, I couldn't even see the difference if i don't have those higher ends to compare to. You can find plenty of good reviews about this phone out there. I thought, why spend a lot more for a device that can give you the same performance in just 3, 4 years life span. Overall, I'm enjoying using this phone and happy that didn't have to pay more.","0","unhelpful"
"ASUS ZenFone 2 ZE500CL 4G LTE Single-SIM Factory Unlocked International Stock No Warranty (2GB RAM/16GB ROM | GLAMOR RED) - International Version No Warranty","ASUS","184.98","5","amazing","0","unhelpful"
"ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked International Stock No Warranty (Dual-SIM | 2GB RAM/16GB ROM | CERAMIC WHITE) - International Version No Warranty","ASUS","270","5","Great product, thanks!","0","unhelpful"
"ASUS ZenFone 2 ZE550ML 4G LTE Factory Unlocked International Stock No Warranty (Dual-SIM | 2GB RAM/16GB ROM | CERAMIC WHITE) - International Version No Warranty","ASUS","270","5","I am very happy with this phone! It would have been a bargain at twice the price. Check out the comparison videos on YouTube.","0","unhelpful"
"ASUS ZenFone2 Unlocked Smartphone, 16GB, 4GB RAM, Black - ZE551ML (U.S. Warranty)","Asus","168.34","5","Excelent product. Arrives as promise. Everything perfect.","0","unhelpful"
"ASUS ZenFone2 Unlocked Smartphone, 16GB, 4GB RAM, Black - ZE551ML (U.S. Warranty)","Asus","168.34","5","Excellent","0","unhelpful"
"New Asus Zenfone 6 32GB Dual SIM (Unlocked) A601CG 3G 6"" Intel Z2560 2G RAM (White) - International Version No Warranty","ASUS","318","5","an amazing smartphone, a intel processor in a smartphone is more than i need, the battery is incredible, im charging the phone always in the night and have a whole day with no problems with bluetooth on to my zenwatch, wifi enabled and sometimes data activated, with automode for the brightness can see very well and the asus launcher cant be better its a perfect choice if you need the best for work and personal use with the dual band","0","unhelpful"
"New Asus Zenfone 6 32GB Dual SIM (Unlocked) A601CG 3G 6"" Intel Z2560 2G RAM (White) - International Version No Warranty","ASUS","318","5","buy 100% is good!","0","unhelpful"
"New Asus Zenfone 6 32GB Dual SIM (Unlocked) A601CG 3G 6"" Intel Z2560 2G RAM (White) - International Version No Warranty","ASUS","318","5","Great phone for the money. Love the UI. Super well integrated features.","0","unhelpful"
"DASH HTC s620 s621 UNLOCKED WI-FI WORLD PHONE S 620","HTC","14.44","3","I did a lot of research before I bought this phone. I am with T-mobile and didn't have good reception with my old phone so I decided to get a new one. I read good reviews about good signal with this phone. It works OK, signal is better than my old phone had but sometimes it is not too clear sound at another side when you talk. Be aware that this phone comes with charger only (no accessories like USB cable, manual or headset). I downloaded Dash manual from the Internet and it says that a new phone comes with those 3 accessories so I called to Amazon help and was told that I can return the item for a full refund. Battery is OK but phone needs to be charged daily even if wi-fi/ the Internet off and you don't talk too much during a day.","0","unhelpful"
"DASH HTC s620 s621 UNLOCKED WI-FI WORLD PHONE S 620","HTC","14.44","3","I honestly love this phone. The keyboard is very small to fit all the keys in but you get used to typing with it after a few days. It can be a little slow moving sometimes, as this is one of the earliest Windows phones. The biggest con to getting this one is the fact that the screen breaks VERY easily. I've gone through three of these this way. It breaks on the inside and the screen goes all white.","0","unhelpful"
"HTC 10 M10h 64GB ROM 4GB RAM 5.2-Inch 12MP 4G LTE Factory Unlocked International Stock No Warranty (GLACIER SILVER)","HTC","799","1","Notification panel doesn't slide down! I can't pull down the notification bar when I swipe down from the top. I noticed this when I first start setting up the phone so I did a factory reset and wiped the cache partition and set it up again but it hasn't done anything.","0","unhelpful"
"HTC 10 M10h 64GB ROM 4GB RAM 5.2-Inch 12MP 4G LTE Factory Unlocked International Stock No Warranty (TOPAZ GOLD)","HTC","685","1","Chinese version, dont buy it","0","unhelpful"
"HTC 10 M10h 64GB ROM 4GB RAM 5.2-Inch 12MP 4G LTE Factory Unlocked International Stock No Warranty (TOPAZ GOLD)","HTC","685","1","Notification panel doesn't slide down! I can't pull down the notification bar when I swipe down from the top. I noticed this when I first start setting up the phone so I did a factory reset and wiped the cache partition and set it up again but it hasn't done anything.","0","unhelpful"
"HTC 8s Factory Unlocked A620 Grey Windows Mobile 8","HTC","129","1","After initial use, I realize that I wasn't able to browse the Internet. Finally it started to go on and off incessantly until the screen went blank. A waste of $100...no more HTC products for me.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","DONT BUYThe Phone is supposed to be a 16gb version but I got an Version with 8gb (3 for the system 5 open for use). And after lots of trouble I was able to connect it to my mobile data, but I never was able to connect it to my Microsoft account it always told me i'm not connected even if I had perfect data. I sent it back and got the money back!!!","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","DONT BUYThe Phone is supposed to be a 16gb version but I got an Version with 8gb (3 for the system 5 open for use). And after lots of trouble I was able to connect it to my mobile data, but I never was able to connect it to my Microsoft account it always told me i'm not connected even if I had perfect data. I sent it back and got the money back!!!","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","Freezes not worth buying","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","I bought this phone on January and by April the battery was dying really fast, not it doesn't work, that was a waste of money.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","I do have Microsoft account .but I can't downloadApp","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","its not good, I am even not able to create Microsoft account and hence not able to use any of its apps","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","Kept turning off and wouldn't turn back on. Froze 10 minutes after receiving","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","Kept turning off and wouldn't turn back on. Froze 10 minutes after receiving","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","Purchase this phone just open it up and am unable to download any apps because every time I try to create an Microsoft account it says can't connect I've tried all trouble shooting from online and non worked am very FUSTRATED...AND DISAPPOINTED CANT SOMEONE PLEASE HELP ME.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","Purchase this phone just open it up and am unable to download any apps because every time I try to create an Microsoft account it says can't connect I've tried all trouble shooting from online and non worked am very FUSTRATED...AND DISAPPOINTED CANT SOMEONE PLEASE HELP ME.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","The camera is broken, the speaker won't work (you can't hear during a conversation), and most definetly NOT UNLOCKED.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","1","The phone work just as a phone, but I can't never validate the Microsoft mail account to download apps. I've called HTC, AT&T, and Microsoft support, and nodoby can fix the issue.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Blue","HTC","114.67","2","You cannot log into Microsoft from this Windows 8x phone. I wish that I'd know that before I purchased the phone. Not a happy buyer.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Windows 8 OS Smartphone - Blue","HTC","100","1","Bought 3 mobile for my siblings. After 2 months, mobile didn't turn on. Don't buy this product and also not from this seller.","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Windows 8 OS Smartphone - Blue","HTC","100","1","return it","0","unhelpful"
"HTC 8X 16GB Unlocked GSM 4G LTE Windows 8 OS Smartphone - Blue","HTC","100","1","Stopped working right after warranty ran out.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","2","It was an amazing phone it was everything I had ever wanted. It worked wonderfully, I took very good care of this phone because of how nice it was. Then after owning it and using it for about 4 months it just died on me out of nowhere. There was no indication that the phone was going bad, nothing. It was working just fine. Before I knew it, it just wouldn't turn on. It just sits there not doing anything and I can't do anything about it. As you may not know this is an Internal phone, so you can not take the battery out as there is no battery cover. I feel helpless now because I used this phone for my job and now I can't get any of my information off of my phone. So basically I am screwed for the next month or so. Thank you HTC.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","2","The phone is good, solid, and nice looking. The O.S is a different story though. Windows phone is horrible and stupid. Had to return it and ordered an Android phone the next day.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","2","This is a good phone but.....its shuts off on its own and I can't figure out why. Should we send this back???","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","Great phone for the cost","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","I couldn't get the internet to work.I couldn't get any to really take my issue seriously and help me.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","It's fantastic, Great Phone, just what I'm looking for, slim, comfortable and very fast...","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","It's is unlocked,but I can't do nothing on it just make a call,not even going to play store.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","nive but have not chance to change languaje, still nice phone, perfect for pictures and internet, we recomended HTC phone","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","Power button can be a bit wiggly but this is a good windows phone. No 8.1 update or Cortana, but this phone is a good buy.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","Power button can be a bit wiggly but this is a good windows phone. No 8.1 update or Cortana, but this phone is a good buy.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","the best cel!!","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","the best cel!!","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow","HTC","54.99","4","Very satisfied about my order will get more stuff from Amazon","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","First windows phone and it will be the last. I rather Android over windows because it can do more and is easy to use.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","I bought this phone and it was really cool but it came bugged and could not sign in to app store. I took it toMicrosoft store and they said it was phone software and they couldn't check it cuz they don't support that phone anymore","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","I hate buying phones online because you can't be too sure of what you're going to get. I bought the phone with high hopes because my iPhone was taking a crap. When I ordered this phone, I was expecting to get a package in the mail containing a brand new, in the box phone ready to be activated with the books that would normally come with it. But that's not what I got. The phone came wrapped in a plastic bag placed inside a plastic container containing simply just the phone, a charger, and a sticker with the order number and such on it. I was very disappointed. But that's not the only thing that upset me. When it came time to activate the phone, I was on the phone with Verizon for an hour and 19 minutes trying to activate it. The Verizon representative told me that the phone was not registered with Verizon. I was furious. We did however get it registered and activated and I've been using it for about a week. I like the phone itself overall but this specific phone has glitches when I'm in a call. It will randomly end calls, or when I'm in a call the screen won't shut off like its supposed to when I hold it to my ear, causing me to press buttons with my face. I could ramble on and on about the phone but I'm going to leave it at that and just say that I would not recommend anybody to buy this specific phone from this specific seller.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","I took this phone to the Verizon Store and already have an account. I was unable to get my email accounts added to the phone. The phone looks great; however, it is difficult to understand, and I have Windows 8.1 on a laptop. The phone was extremely hot as I charged it. I would not recommend it.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","Limited, capable of so much more! = ( Hardware is there, need improvement on software!!!!!! On the up side, the personalization capabilities are real convent. The photo aspect is a nice touch as well!","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","Phone is good but doesn't allow the Microsoft account to work with T-Mobile service. this means no apps!","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","Phone was perfectly working at first then the screen start freezing. Now I can make calls but can't open any apps. Everything basically stop working apart from calls.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","Phone was perfectly working at first then the screen start freezing. Now I can make calls but can't open any apps. Everything basically stop working apart from calls.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","This product was working well until the next month i bought it. the screen becomes dark when I am on call","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","This product was working well until the next month i bought it. the screen becomes dark when I am on call","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","too bad","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","2","too bad","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","4","I like camera. I am a bit disappointed because, I am not be able to get most of apps that I had on my old phone because they don't have Windows versions.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","4","I like camera. I am a bit disappointed because, I am not be able to get most of apps that I had on my old phone because they don't have Windows versions.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","4","I like it","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","4","I like the phone but when i try to make microsoft account it says wait few but it been hours still wont let me make account any info will help","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","4","I really like the phone but I havent figured outall the different things it can do and how theywork.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","4","It is a great phone, right weight and right size.Easy to operate and program. The live tiles make it easier to keep up to date.","0","unhelpful"
"HTC 8X 8GB Unlocked GSM 4G LTE Dual-Core Windows 8 Smartphone - Lime Yellow - AT&T - No Warranty","HTC","54.99","4","nice phone for the need. has good memory","0","unhelpful"
"Google Nexus 6P 64gb Graphite (Black) US Warranty.","Huawei","599.98","5","amazing phone","0","unhelpful"
"Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty","Huawei","399.99","5","2 days ≡ƒÿÄ","0","unhelpful"
"Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty","Huawei","399.99","5","awesome phone !!!!","0","unhelpful"
"Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty","Huawei","399.99","5","awesome phone !!!!","0","unhelpful"
"Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty","Huawei","399.99","5","awesome phone for the price, a real iPhone7 contender. from the u toob videos i saw, iPhone7 only beat this phone with loading videos and game playing, by just a tad. works just fine on AT&T by me. i have no issues with this item. in my opinion, this phone is 95% of iPhone7 at half the price. in my opinion, the Honor 8 or 5x is good enough for 95% of smart phone users. every product has pros/cons when comparing to other phones. i cant say much about camera quality because that is not what i use the phone for, all i know is, it takes pictures. as for the GUI, seems fine to me. i did also buy Lwang Nillkin glass screen protector and a silicone case to help protect the phone. batt life seems on par with other phones of similar size. since it is Android i do recommend to put on some anti-malware app, i use a paid-for Webroot subscription that gives me anti-malware and ability to manage the device remotely (tracking, lock, alarm, etc etc).","0","unhelpful"
"Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty","Huawei","399.99","5","awesome phone for the price, a real iPhone7 contender. from the u toob videos i saw, iPhone7 only beat this phone with loading videos and game playing, by just a tad. works just fine on AT&T by me. i have no issues with this item. in my opinion, this phone is 95% of iPhone7 at half the price. in my opinion, the Honor 8 or 5x is good enough for 95% of smart phone users. every product has pros/cons when comparing to other phones. i cant say much about camera quality because that is not what i use the phone for, all i know is, it takes pictures. as for the GUI, seems fine to me. i did also buy Lwang Nillkin glass screen protector and a silicone case to help protect the phone. batt life seems on par with other phones of similar size. since it is Android i do recommend to put on some anti-malware app, i use a paid-for Webroot subscription that gives me anti-malware and ability to manage the device remotely (tracking, lock, alarm, etc etc).","0","unhelpful"
"Honor 8 Dual Camera Unlocked Phone 32GB - Midnight Black - GSM - US Warranty","Huawei","399.99","5","Best phone I've ever used. Would buy again 10 out 10 times.","0","unhelpful"
"Huawei Ascend G300 Unlocked Phone - U.S. Warranty (Silver)","Huawei","206.94","1","I always like to give a product some time before I write a review on it. It's been 8 months since I bought this phone. I hate it. The power button works only sometimes. So, there will be times when you can't turn on the phone and cannot make a phone call. If you are in an emergency, you won't be able to reach anyone and you may die because of that. The phone, when it can be turned on, takes FOREVER to load a webpage. The touch screen is not sensitive. The battery needs to be recharged every day even if you don't use the phone. You will have many dropped calls. When the phone thinks you have talked enough, it will cut off your conversation and you have to call again to continue your conversation. Language input methods includes only English and Spanish. The picture of the phone on Amazon doesn't show the back of the phone. I thought it was all silver, but the back of the phone is white. The earphones broke within a week. These are enough reasons for you to not buy this phone. I have had enough and decided to write a review on it.","0","unhelpful"
"Huawei Ascend G300 Unlocked Phone - U.S. Warranty (Silver)","Huawei","206.94","5","What you see is what you get. That's simply. IMHO this is the best phone at its price range, you get all the features of pricey phones. So what's the catch? Limited RAM. That means more apps you run in background, more slow the phone will get, even unresponsive. I managed to run whatsapp, facebook messenger, google hangout, instagram, skype and twitter, sadly facebook is too heavy so I decided to disable it. Responsiveness improved a lot after I installed Open Advanced Task app, it kills unnecessary process and keeps some room on RAM. That's it.","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","Is a person of trash.He sent me only the empty box. Without equipment or anything","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","Please do not get the screen saver and the external memory device according to the promotion came with your computer.","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","the phone did not come in Spanish which was a problem for me.","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","the phone did not come in Spanish which was a problem for me.","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","the phone is very slow. it not good","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","the phone was often dead.I dont like it.","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","too slow","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","too slow","0","unhelpful"
"Huawei Ascend Y530, 4GB, Factory Unlocked GSM Android Smartphone - Black","HUAWEI","104.65","1","Very bad, not recomended.","0","unhelpful"
"Huawei P8 Lite US Version- 5 Unlocked Android 4G LTE Smartphone - Octa Core 1.5GHz, Dual SIM, Gorilla Glass, 13MP Camera - White (U.S. Warranty)","Huawei","198.99","3","The video player isn't working, took it with an engineer and they said it needs replacement, also, it doesn't have headphones","0","unhelpful"
"Huawei P8 Lite US Version- 5 Unlocked Android 4G LTE Smartphone - Octa Core 1.5GHz, Dual SIM, Gorilla Glass, 13MP Camera - White (U.S. Warranty)","Huawei","198.99","4","Affordable phone. It is still running good so far.","0","unhelpful"
"Huawei P8 Lite US Version- 5 Unlocked Android 4G LTE Smartphone - Octa Core 1.5GHz, Dual SIM, Gorilla Glass, 13MP Camera - White (U.S. Warranty)","Huawei","198.99","4","All ok, just the bands didnt worked for my country","0","unhelpful"
